SegmentId,StartTime,Start,EndTime,Speed
1071707139,7/10/2021 0:00,44387,7/10/2021 0:30,108.4666667
1071707139,7/10/2021 0:30,44387.02083,7/10/2021 1:00,103.8333333
1071707139,7/10/2021 1:00,44387.04167,7/10/2021 1:30,120.5333333
1071707139,7/10/2021 1:30,44387.0625,7/10/2021 2:00,105.1666667
1071707139,7/10/2021 2:00,44387.08333,7/10/2021 2:30,95.5
1071707139,7/10/2021 2:30,44387.10417,7/10/2021 3:00,103.8
1071707139,7/10/2021 3:00,44387.125,7/10/2021 3:30,112.5
1071707139,7/10/2021 3:30,44387.14583,7/10/2021 4:00,114.2666667
1071707139,7/10/2021 4:00,44387.16667,7/10/2021 4:30,104.5
1071707139,7/10/2021 4:30,44387.1875,7/10/2021 5:00,93.96666667
1071707139,7/10/2021 5:00,44387.20833,7/10/2021 5:30,96.86666667
1071707139,7/10/2021 5:30,44387.22917,7/10/2021 6:00,92.76666667
1071707139,7/10/2021 6:00,44387.25,7/10/2021 6:30,94.2
1071707139,7/10/2021 6:30,44387.27083,7/10/2021 7:00,93.83333333
1071707139,7/10/2021 7:00,44387.29167,7/10/2021 7:30,96.83333333
1071707139,7/10/2021 7:30,44387.3125,7/10/2021 8:00,103.3
1071707139,7/10/2021 8:00,44387.33333,7/10/2021 8:30,100
1071707139,7/10/2021 8:30,44387.35417,7/10/2021 9:00,91.26666667
1071707139,7/10/2021 9:00,44387.375,7/10/2021 9:30,94.4
1071707139,7/10/2021 9:30,44387.39583,7/10/2021 10:00,93.86666667
1071707139,7/10/2021 10:00,44387.41667,7/10/2021 10:30,95.36666667
1071707139,7/10/2021 10:30,44387.4375,7/10/2021 11:00,88.4
1071707139,7/10/2021 11:00,44387.45833,7/10/2021 11:30,96.46666667
1071707139,7/10/2021 11:30,44387.47917,7/10/2021 12:00,93.03333333
1071707139,7/10/2021 12:00,44387.5,7/10/2021 12:30,95.93333333
1071707139,7/10/2021 12:30,44387.52083,7/10/2021 13:00,93.43333333
1071707139,7/10/2021 13:00,44387.54167,7/10/2021 13:30,98.43333333
1071707139,7/10/2021 13:30,44387.5625,7/10/2021 14:00,92.73333333
1071707139,7/10/2021 14:00,44387.58333,7/10/2021 14:30,102.5666667
1071707139,7/10/2021 14:30,44387.60417,7/10/2021 15:00,95.83333333
1071707139,7/10/2021 15:00,44387.625,7/10/2021 15:30,95.16666667
1071707139,7/10/2021 15:30,44387.64583,7/10/2021 16:00,112.2666667
1071707139,7/10/2021 16:00,44387.66667,7/10/2021 16:30,109.6333333
1071707139,7/10/2021 16:30,44387.6875,7/10/2021 17:00,94.03333333
1071707139,7/10/2021 17:00,44387.70833,7/10/2021 17:30,107.9333333
1071707139,7/10/2021 17:30,44387.72917,7/10/2021 18:00,99.36666667
1071707139,7/10/2021 18:00,44387.75,7/10/2021 18:30,100.1
1071707139,7/10/2021 18:30,44387.77083,7/10/2021 19:00,111.3666667
1071707139,7/10/2021 19:00,44387.79167,7/10/2021 19:30,103.3333333
1071707139,7/10/2021 19:30,44387.8125,7/10/2021 20:00,95.93333333
1071707139,7/10/2021 20:00,44387.83333,7/10/2021 20:30,98.13333333
1071707139,7/10/2021 20:30,44387.85417,7/10/2021 21:00,100.8333333
1071707139,7/10/2021 21:00,44387.875,7/10/2021 21:30,100.1
1071707139,7/10/2021 21:30,44387.89583,7/10/2021 22:00,90.66666667
1071707139,7/10/2021 22:00,44387.91667,7/10/2021 22:30,92.9
1071707139,7/10/2021 22:30,44387.9375,7/10/2021 23:00,103.6333333
1071707139,7/10/2021 23:00,44387.95833,7/10/2021 23:30,95.16666667
1071707139,7/10/2021 23:30,44387.97917,7/10/2021 23:59,95.83333333
1071845897,7/10/2021 0:00,44387,7/10/2021 0:30,111.6
1071845897,7/10/2021 0:30,44387.02083,7/10/2021 1:00,108.0333333
