SegmentId,StartTime,EndTime,Speed
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 0:30,87.86666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 1:00,100
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 1:30,93.8
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 2:00,97.33333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 2:30,100
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 3:00,96.8
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 3:30,98.76666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 4:00,98.9
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 4:30,96.53333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 5:00,111.4333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 5:30,94.16666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 6:00,95.36666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 6:30,85.33333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 7:00,100.0333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 7:30,86.26666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 8:00,95.76666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 8:30,100.8666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 9:00,100.3666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 9:30,96.33333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 10:00,95.5
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 10:30,90.03333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 11:00,90
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 11:30,97.5
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 12:00,96.73333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 12:30,96.06666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 13:00,93.76666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 13:30,93.9
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 14:00,90.6
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 14:30,99.3
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 15:00,107.4333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 15:30,95.33333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 16:00,101.1
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 16:30,89.06666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 17:00,103.8
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 17:30,95.26666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 18:00,98.5
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 18:30,92.23333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 19:00,105.7666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 19:30,101.3666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 20:00,80.66666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 20:30,90.46666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 21:00,100.0333333
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 21:30,100.2666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 22:00,113.8
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 22:30,100.4
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 23:00,100
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 23:30,98.66666667
1071707139,###############################################################################################################################################################################################################################################################,6/22/2021 23:59,94.53333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 0:30,93.56666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 1:00,93.4
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 1:30,101
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 2:00,93.76666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 2:30,101
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 3:00,101
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 3:30,94.4
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 4:00,94.4
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 4:30,86.83333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 5:00,102.3333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 5:30,100.7333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 6:00,102.0666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 6:30,95.63333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 7:00,109.4
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 7:30,90.23333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 8:00,99.06666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 8:30,98.8
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 9:00,97.36666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 9:30,106.0666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 10:00,94
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 10:30,100.1
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 11:00,90
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 11:30,90.43333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 12:00,105.7
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 12:30,104.3666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 13:00,89.8
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 13:30,102.9666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 14:00,98.76666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 14:30,100.1333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 15:00,102.1
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 15:30,98.26666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 16:00,89.96666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 16:30,102.2
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 17:00,96.8
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 17:30,98.53333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 18:00,95.83333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 18:30,85.43333333
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 19:00,114.4666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 19:30,99.56666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 20:00,95.6
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 20:30,99.56666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 21:00,101.5
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 21:30,101.0666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 22:00,106.4
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 22:30,106.2666667
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 23:00,95
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 23:30,106.2
1071845897,###############################################################################################################################################################################################################################################################,6/22/2021 23:59,97
